id,requirement,minimum_acceptance,status,owner_role,named_owner,release_baseline,verification_method,implementation,stored_evidence,limitations,production_acceptance
COM-013,High-risk actions SHALL support deliberate delay and cancellation windows.,A bank-detail change can be cancelled before first-payment eligibility.,PARTIAL,Gate security maintainer,Not assigned; required before production,R2,Automated test / simulation,src/fabric.mjs; src/target.mjs,tests/lifecycle.test.mjs; reports/tests.tap; reports/final-regression.tap,State/replay/reservation/observed-outcome behavior is tested against a simulator. Real target credential isolation and total mediation are not proven.,NOT_APPROVED
COM-014,The platform SHALL support customer-controlled threshold authorisation for root and critical action classes.,A 3-of-5 test succeeds with any valid three shares and fails with two.,PARTIAL,Gate security maintainer,Not assigned; required before production,R2,Automated test / simulation,src/fabric.mjs; src/target.mjs,tests/lifecycle.test.mjs; reports/tests.tap; reports/final-regression.tap,State/replay/reservation/observed-outcome behavior is tested against a simulator. Real target credential isolation and total mediation are not proven.,NOT_APPROVED
RUN-001,"Runtime policy enforcement SHALL execute locally at the endpoint, gateway, service proxy or resource gate; ordinary dataplane decisions SHALL NOT require a round trip to the vendor cloud.",Disconnecting vendor cloud does not interrupt cached permitted runtime traffic.,PARTIAL,Runtime enforcement owner,Not assigned; required before production,R4,Automated test / simulation,src/runtime.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-002,"Runtime capabilities SHALL bind subject, device/workload, action, resource, destination, volume, rate, time and state.",Changing destination or exceeding rate causes enforcement.,VERIFIED_IN_ENGINEERING_PROFILE,Runtime enforcement owner,Not assigned; required before production,R4,Automated test / simulation,src/runtime.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-003,Capabilities SHALL be short-lived and continuously renewable only while required health and policy conditions hold.,Loss of device attestation prevents renewal.,PARTIAL,Runtime enforcement owner,Not assigned; required before production,R4,Automated test / simulation,src/runtime.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-004,The system SHALL support immediate revocation with bounded propagation time.,Revoked subject loses access within configured SLO.,PARTIAL,Runtime enforcement owner,Not assigned; required before production,R4,Automated test / simulation,src/runtime.mjs,tests/runtime-audit.test.mjs; tests/extended-security.test.mjs; reports/tests.tap; reports/final-regression.tap,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-005,Local gates SHALL use fail behaviour defined per action class.,"Test matrix demonstrates fail-closed, cached-allow or constrained fail-open as configured.",PARTIAL,Runtime enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-006,Runtime enforcement SHALL expose reason-coded counters without logging sensitive payload by default.,Operations dashboard diagnoses blocks while respecting minimisation.,PARTIAL,Runtime enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-007,The dataplane SHALL implement resource and tenant isolation.,Cross-tenant capability is rejected even with a syntactically valid token.,VERIFIED_IN_ENGINEERING_PROFILE,Runtime enforcement owner,Not assigned; required before production,R4,Automated test / simulation,src/runtime.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-008,Runtime gates SHALL rate-limit their own control interfaces and resist decision-cache exhaustion.,Adversarial load does not evict critical policy or crash the gate.,PARTIAL,Runtime enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-009,"The system SHALL distinguish policy denial, capacity throttling, quarantine and infrastructure failure.","Clients receive stable, documented error codes.",PARTIAL,Runtime enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
RUN-010,Every runtime gate SHALL support a signed configuration snapshot and local integrity check.,Unauthorised local configuration change is detected and gate privileges are withdrawn.,NOT_IMPLEMENTED,Runtime enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local software decisions and persistent budgets are implemented; packet integration, certified configuration integrity, independent remote revocation and local-cache SLA are not established.",NOT_APPROVED
DAT-001,"Data policy SHALL support row, column, field, classification, jurisdiction, purpose and destination constraints.",A permitted query returns only authorised columns and rows.,PARTIAL,Data gate/privacy owner,Not assigned; required before production,R3,Automated test / simulation,src/runtime.mjs; src/target.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; tests/extended-security.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-002,"The system SHALL enforce rolling information budgets across configurable minute, hour, day and month windows.",Low-and-slow extraction exceeds a cumulative budget and is blocked.,VERIFIED_IN_ENGINEERING_PROFILE,Data gate/privacy owner,Not assigned; required before production,R3,Automated test / simulation,src/runtime.mjs; src/target.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; tests/http-concurrency-ui.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-003,"Budgets SHALL account for sensitivity or information value, not bytes alone.",A small export of passport records consumes more budget than ordinary marketing assets.,VERIFIED_IN_ENGINEERING_PROFILE,Data gate/privacy owner,Not assigned; required before production,R3,Automated test / simulation,src/runtime.mjs; src/target.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-004,Data capabilities SHALL bind an approved destination or protected output channel.,Export to an unapproved domain or storage account fails.,VERIFIED_IN_ENGINEERING_PROFILE,Data gate/privacy owner,Not assigned; required before production,R3,Automated test / simulation,src/runtime.mjs; src/target.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-005,"The platform SHALL support automatic SHIELD transformations including masking, aggregation, tokenisation and field removal.",Policy transforms an overbroad export into a compliant result.,PARTIAL,Data gate/privacy owner,Not assigned; required before production,R3,Automated test / simulation,src/runtime.mjs; src/target.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-006,Query rewriting SHALL preserve database safety and SHALL be verifiable against the authorised schema.,Adversarial SQL cannot escape row/column constraints.,PARTIAL,Data gate/privacy owner,Not assigned; required before production,R3,Automated test / simulation,src/runtime.mjs; src/target.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-007,Database credentials SHALL be isolated at the data Root Gate where possible.,Application compromise does not reveal reusable database credentials.,NOT_IMPLEMENTED,Data gate/privacy owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/runtime.mjs; src/target.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-008,The system SHALL support bulk-export escrow and exact approval for exceptional legitimate use.,"Approved export has fixed dataset, fields, row ceiling, destination and expiry.",PARTIAL,Data gate/privacy owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/runtime.mjs; src/target.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-009,The platform SHALL detect repeated overlapping queries intended to reconstruct a restricted dataset.,Test sequence triggers cumulative reconstruction control.,VERIFIED_IN_ENGINEERING_PROFILE,Data gate/privacy owner,Not assigned; required before production,R3,Automated test / simulation,src/runtime.mjs; src/target.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-010,Data access logs SHALL record policy-relevant metadata and digests while minimising plaintext.,Auditor can verify access without receiving full record contents.,PARTIAL,Data gate/privacy owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/runtime.mjs; src/target.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-011,Protected outputs SHALL support watermarking and user/session attribution where lawful and appropriate.,Rendered/exported output identifies authorised session without altering source data.,NOT_IMPLEMENTED,Data gate/privacy owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/runtime.mjs; src/target.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
DAT-012,"The system SHALL support deletion, retention and legal-hold controls for its own evidence store.",Retention policy is demonstrable and legal-hold prevents deletion.,PARTIAL,Data gate/privacy owner,Not assigned; required before production,R3,Automated test / simulation,src/runtime.mjs; src/target.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Synthetic dataset selection and budgets only. No real database query rewriting/credential broker, output watermark, per-record crypto-shredding or backup erasure.",NOT_APPROVED
IDN-001,Administrative and high-risk actions SHALL require phishing-resistant authentication and action-bound confirmation.,Password/OTP-only test cannot authorise configured high-risk action.,PARTIAL,Identity security owner,Not assigned; required before production,R3,Automated test / simulation,src/server.mjs; src/fabric.mjs,tests/lifecycle.test.mjs; tests/extended-security.test.mjs; reports/tests.tap; reports/final-regression.tap,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-002,Authentication SHALL establish identity but SHALL NOT by itself grant protected action authority.,Valid login without capability fails at the gate.,VERIFIED_IN_ENGINEERING_PROFILE,Identity security owner,Not assigned; required before production,R3,Automated test / simulation,src/server.mjs; src/fabric.mjs,tests/lifecycle.test.mjs; reports/tests.tap; reports/final-regression.tap,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-003,"The platform SHALL support workforce, workload, device and counterparty identities.",Policies can distinguish and combine all four identity classes.,PARTIAL,Identity security owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/server.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-004,"Standing administrator access SHALL be minimised in favour of just-in-time, scoped capabilities.",Admin privilege expires automatically and cannot be reused outside scope.,NOT_IMPLEMENTED,Identity security owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/server.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-005,"MFA reset, authenticator enrolment and account recovery SHALL be separate protected actions.",Helpdesk cannot collapse reset and enrolment into one unlogged operation.,NOT_IMPLEMENTED,Identity security owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/server.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-006,Recovery SHALL not be weaker than normal authentication for the recovered privilege class.,Social-engineering-only recovery fails.,PARTIAL,Identity security owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/server.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-007,Device health and hardware-backed key status SHALL be bound to high-risk capabilities.,Moving the session to an unattested device invalidates capability.,PARTIAL,Identity security owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/server.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-008,The system SHALL support rapid identity and device quarantine without deleting evidence.,Quarantined identity loses access but audit remains available.,VERIFIED_IN_ENGINEERING_PROFILE,Identity security owner,Not assigned; required before production,R3,Automated test / simulation,src/server.mjs; src/fabric.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-009,Service and API credentials SHALL be short-lived or brokered wherever the target supports it.,No long-lived secret is exposed to the application in the reference deployment.,NOT_IMPLEMENTED,Identity security owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/server.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
IDN-010,"The platform SHALL record identity proofing level and authenticator properties as evidence, not as universal trust.",Policy can require higher proofing for root recovery than routine access.,PARTIAL,Identity security owner,Not assigned; required before production,R3,Source inspection / analysis; external acceptance still required,src/server.mjs; src/fabric.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Local 24-hour tokens, software approvals and quarantine are exercised. WebAuthn/federation, real device attestation, protected recovery and JIT identity lifecycle are not integrated.",NOT_APPROVED
NET-001,Default workstation-to-workstation communication SHALL be denied unless explicitly required.,Peer scan from an ordinary workstation yields no reachable peers.,NOT_IMPLEMENTED,Network enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-002,"The platform SHALL enforce microsegmentation by identity, workload, service and purpose rather than network location alone.",Moving a device to another subnet does not expand authority.,PARTIAL,Network enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-003,"Network capabilities SHALL define destination, protocol, service identity, rate envelope and expiry.",A permitted ERP connection cannot be reused to scan adjacent ports.,PARTIAL,Network enforcement owner,Not assigned; required before production,R4,Automated test / simulation,src/runtime.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-004,Local enforcement SHALL throttle or drop traffic exceeding the configured rate or fan-out envelope.,Internal DoS simulation is contained at source.,PARTIAL,Network enforcement owner,Not assigned; required before production,R4,Automated test / simulation,src/runtime.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-005,A device that loses health attestation or disables the endpoint control SHALL lose ordinary network capability and enter constrained remediation mode.,Killing the agent triggers network quarantine rather than protection-off.,NOT_IMPLEMENTED,Network enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-006,"Quarantine SHALL permit only explicitly defined remediation, security and business-continuity services.",Quarantined device cannot reach databases or peer systems.,NOT_IMPLEMENTED,Network enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-007,The system SHALL support distributed containment that does not depend on a central decision for every packet.,Central controller outage does not remove local limits.,PARTIAL,Network enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-008,Network policy changes SHALL be protected actions and tested for unintended exposure.,A rule opening a database to 0.0.0.0/0 is denied by constitution.,PARTIAL,Network enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-009,The system SHALL identify and control east-west traffic generated by service accounts and workloads.,Compromised workload cannot laterally scan unrelated services.,PARTIAL,Network enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
NET-010,"The runtime shall expose containment time, dropped traffic and affected capabilities for incident analysis.",Incident report reconstructs the containment sequence.,PARTIAL,Network enforcement owner,Not assigned; required before production,R4,Source inspection / analysis; external acceptance still required,src/runtime.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Software envelope decisions only; no kernel, endpoint, switch, proxy, actual packet or network quarantine enforcement.",NOT_APPROVED
PER-001,Protected plaintext SHALL be decrypted only inside an attested trusted component when Secure Perception mode is required.,General-purpose OS memory inspection does not reveal protected test plaintext.,BLOCKED_EXTERNAL,Trusted hardware owner,Not assigned; required before production,R5,Source inspection / analysis; external acceptance still required,src/server.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-002,"The protected display path SHALL prevent ordinary application screenshot, DOM extraction, clipboard access and accessibility scraping of protected content.",Automated hostile client tests return opaque surface or denied output.,BLOCKED_EXTERNAL,Trusted hardware owner,Not assigned; required before production,R5,Source inspection / analysis; external acceptance still required,src/server.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-003,"The trusted component SHALL receive protected content directly from an authenticated service or gate, not from untrusted window content.",Malware cannot substitute displayed values without invalidating the trusted session.,BLOCKED_EXTERNAL,Trusted hardware owner,Not assigned; required before production,R5,Source inspection / analysis; external acceptance still required,src/server.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-004,The user SHALL have a hardware- or trusted-path-backed indication that Secure Mode is active.,Untrusted OS overlay cannot reproduce the full trusted indication in the threat model.,BLOCKED_EXTERNAL,Trusted hardware owner,Not assigned; required before production,R5,Source inspection / analysis; external acceptance still required,src/server.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-005,Safety-relevant input SHALL use a trusted input path when the user is approving or entering protected values.,Key/input interception test does not recover protected entry.,BLOCKED_EXTERNAL,Trusted hardware owner,Not assigned; required before production,R5,Source inspection / analysis; external acceptance still required,src/server.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-006,"The platform SHALL minimise content displayed and apply purpose, field and time constraints.",User sees only data required by the active task.,BLOCKED_EXTERNAL,Trusted hardware owner,Not assigned; required before production,R5,Source inspection / analysis; external acceptance still required,src/server.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-007,"Secure Perception SHALL fail closed when attestation, protected path or version trust fails.",Modified trusted component receives no decryption material.,PARTIAL,Trusted hardware owner,Not assigned; required before production,R5,Automated test / simulation,src/server.mjs; docs/SECURITY.md,tests/http-concurrency-ui.test.mjs; reports/tests.tap; reports/final-regression.tap,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-008,"The architecture SHALL document residual risks including external camera, deliberate memorisation, compromised trusted hardware and side channels.",Product documentation never claims prevention of all visual exfiltration.,PARTIAL,Trusted hardware owner,Not assigned; required before production,R5,Source inspection / analysis; external acceptance still required,src/server.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-009,Secure Perception SHALL remain an optional gated module until supported hardware and usability meet acceptance criteria.,Finance MVP can ship without falsely depending on unavailable hardware.,PARTIAL,Trusted hardware owner,Not assigned; required before production,R5,Automated test / simulation,src/server.mjs; docs/SECURITY.md,tests/http-concurrency-ui.test.mjs; reports/tests.tap; reports/final-regression.tap,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
PER-010,The platform SHALL support a fallback controlled workspace or remote-rendering mode with clearly lower assurance classification.,Fallback is labelled and policy can forbid it for selected data.,BLOCKED_EXTERNAL,Trusted hardware owner,Not assigned; required before production,R5,Source inspection / analysis; external acceptance still required,src/server.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,Hardware unavailable. Secure Perception fails closed and is never claimed by the ordinary UI. No hostile-OS extraction or usability demonstration exists.,NOT_APPROVED
KEY-001,No complete customer root private key SHALL be present in vendor-controlled systems.,Vendor environment compromise cannot perform root signature.,BLOCKED_EXTERNAL,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-002,Customer root operations SHALL support threshold cryptography or threshold-controlled HSM signing.,Configured quorum is required and individual shares never reconstruct in application memory.,BLOCKED_EXTERNAL,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-003,"Key shares SHALL be separated across independent custodians, devices and failure domains.",Loss/compromise of one location does not meet threshold.,BLOCKED_EXTERNAL,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-004,"Key generation SHALL use approved cryptographic random generation; optional quantum entropy SHALL be treated as an input to randomness health, not as a substitute for key governance.",Randomness tests and provenance are recorded without overstating “quantum protection.”,PARTIAL,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-005,The platform SHALL implement cryptographic agility with versioned algorithms and migration policy.,A test tenant can migrate signing algorithms without losing audit verification.,NOT_IMPLEMENTED,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-006,"Post-quantum algorithms SHALL be introduced according to current standards, interoperability and risk, not marketing labels.",Algorithm inventory maps each use to approved profile and transition plan.,BLOCKED_EXTERNAL,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-007,"Root, policy, execution, audit and support keys SHALL be logically and operationally separated.",Compromise of support key cannot sign policy or execution.,PARTIAL,Independent customer custodians,Not assigned; required before production,R2/R5,Automated test / simulation,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,tests/canonical.test.mjs; reports/tests.tap; reports/final-regression.tap,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-008,"Keys SHALL have rotation, revocation, backup, destruction and compromise procedures.",Ceremony evidence and drill records exist.,NOT_IMPLEMENTED,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
